data,par_moeda,moeda_base,moeda_cotada,bid,ask,high,low,fonte,confiabilidade
2026-03-12,KRW-BRL,KRW,BRL,0.00399629,0.00399976,0.00400464,0.00395676,awesomeapi,market_api
2026-03-13,KRW-BRL,KRW,BRL,0.00399502,0.00399835,0.00402905,0.00398164,awesomeapi,market_api
2026-03-14,KRW-BRL,KRW,BRL,0.00398921,0.0039929,0.00401054,0.00397088,awesomeapi,market_api
2026-03-15,KRW-BRL,KRW,BRL,0.00395911,0.00396583,0.00399737,0.00392347,awesomeapi,market_api
2026-03-16,KRW-BRL,KRW,BRL,0.00397714,0.00398004,0.00400981,0.00396448,awesomeapi,market_api
2026-03-17,KRW-BRL,KRW,BRL,0.00394427,0.00395164,0.0039685,0.00392576,awesomeapi,market_api
2026-03-18,KRW-BRL,KRW,BRL,0.00397151,0.00397443,0.00397982,0.00395569,awesomeapi,market_api
2026-03-19,KRW-BRL,KRW,BRL,0.0040156,0.00402311,0.00404924,0.00397642,awesomeapi,market_api
2026-03-20,KRW-BRL,KRW,BRL,0.00403132,0.00403395,0.00405848,0.00401497,awesomeapi,market_api
2026-03-21,KRW-BRL,KRW,BRL,0.00402079,0.00402608,0.00403914,0.00400363,awesomeapi,market_api
2026-03-22,KRW-BRL,KRW,BRL,0.00404005,0.00404555,0.00405405,0.00401681,awesomeapi,market_api
2026-03-23,KRW-BRL,KRW,BRL,0.00402859,0.00403454,0.00404078,0.00399054,awesomeapi,market_api
2026-03-24,KRW-BRL,KRW,BRL,0.00406729,0.0040724,0.00410209,0.00403787,awesomeapi,market_api
2026-03-25,KRW-BRL,KRW,BRL,0.00399381,0.00400006,0.00402468,0.00395787,awesomeapi,market_api
2026-03-26,KRW-BRL,KRW,BRL,0.00398141,0.00398706,0.00399823,0.00397028,awesomeapi,market_api
2026-03-27,KRW-BRL,KRW,BRL,0.00390314,0.00390864,0.00391302,0.0038878,awesomeapi,market_api
2026-03-28,KRW-BRL,KRW,BRL,0.00384576,0.00384804,0.00387034,0.00383314,awesomeapi,market_api
2026-03-29,KRW-BRL,KRW,BRL,0.00389918,0.0039047,0.00393164,0.00386574,awesomeapi,market_api
2026-03-30,KRW-BRL,KRW,BRL,0.00393506,0.00393885,0.00396021,0.00390946,awesomeapi,market_api
2026-03-31,KRW-BRL,KRW,BRL,0.00390773,0.00391245,0.00393602,0.00389334,awesomeapi,market_api
2026-04-01,KRW-BRL,KRW,BRL,0.00384999,0.00385757,0.00386071,0.00381675,awesomeapi,market_api
2026-04-02,KRW-BRL,KRW,BRL,0.00373682,0.00374202,0.00375161,0.00370705,awesomeapi,market_api
2026-04-03,KRW-BRL,KRW,BRL,0.00371744,0.00371977,0.00374791,0.00369246,awesomeapi,market_api
2026-04-04,KRW-BRL,KRW,BRL,0.00380835,0.00381089,0.00381839,0.00377786,awesomeapi,market_api
2026-04-05,KRW-BRL,KRW,BRL,0.00382586,0.00382946,0.00386074,0.00379489,awesomeapi,market_api
2026-04-06,KRW-BRL,KRW,BRL,0.00380541,0.0038113,0.00382151,0.00377622,awesomeapi,market_api
2026-04-07,KRW-BRL,KRW,BRL,0.00382406,0.00383141,0.00383451,0.00380644,awesomeapi,market_api
2026-04-08,KRW-BRL,KRW,BRL,0.00376533,0.00376853,0.0037847,0.00373543,awesomeapi,market_api
2026-04-09,KRW-BRL,KRW,BRL,0.00375507,0.00375962,0.00377973,0.00373812,awesomeapi,market_api
2026-04-10,KRW-BRL,KRW,BRL,0.00375975,0.00376242,0.00377529,0.00372637,awesomeapi,market_api
2026-04-11,KRW-BRL,KRW,BRL,0.00375745,0.00376272,0.00377633,0.00372619,awesomeapi,market_api
2026-04-12,KRW-BRL,KRW,BRL,0.0037881,0.00379036,0.00380337,0.00377355,awesomeapi,market_api
2026-04-13,KRW-BRL,KRW,BRL,0.00380211,0.00380963,0.00383119,0.00377571,awesomeapi,market_api
2026-04-14,KRW-BRL,KRW,BRL,0.00382847,0.00383041,0.00384177,0.00380134,awesomeapi,market_api
2026-04-15,KRW-BRL,KRW,BRL,0.00380307,0.00380714,0.0038388,0.0037722,awesomeapi,market_api
2026-04-16,KRW-BRL,KRW,BRL,0.00383816,0.00384266,0.00386886,0.00380054,awesomeapi,market_api
2026-04-17,KRW-BRL,KRW,BRL,0.00390165,0.00390629,0.0039295,0.00386517,awesomeapi,market_api
2026-04-18,KRW-BRL,KRW,BRL,0.00386477,0.00386814,0.00389991,0.00385402,awesomeapi,market_api
2026-04-19,KRW-BRL,KRW,BRL,0.00383143,0.00383707,0.00386309,0.00380493,awesomeapi,market_api
2026-04-20,KRW-BRL,KRW,BRL,0.00388357,0.00388839,0.00391051,0.00387109,awesomeapi,market_api
2026-04-21,KRW-BRL,KRW,BRL,0.00387711,0.0038803,0.00389323,0.00385081,awesomeapi,market_api
2026-04-22,KRW-BRL,KRW,BRL,0.0039325,0.00393708,0.00394806,0.00389686,awesomeapi,market_api
2026-04-23,KRW-BRL,KRW,BRL,0.00391608,0.00392024,0.00393789,0.00389542,awesomeapi,market_api
2026-04-24,KRW-BRL,KRW,BRL,0.00397404,0.00397711,0.00400525,0.00395184,awesomeapi,market_api
2026-04-25,KRW-BRL,KRW,BRL,0.00398026,0.00398235,0.00401892,0.00394633,awesomeapi,market_api
2026-04-26,KRW-BRL,KRW,BRL,0.00399153,0.00399786,0.00402727,0.00395459,awesomeapi,market_api
2026-04-27,KRW-BRL,KRW,BRL,0.00405499,0.00405907,0.00408292,0.00402713,awesomeapi,market_api
2026-04-28,KRW-BRL,KRW,BRL,0.00404133,0.00404497,0.00405659,0.00402957,awesomeapi,market_api
2026-04-29,KRW-BRL,KRW,BRL,0.00400431,0.00401027,0.00403733,0.00397192,awesomeapi,market_api
2026-04-30,KRW-BRL,KRW,BRL,0.00398735,0.00399123,0.00400187,0.0039649,awesomeapi,market_api
2026-05-01,KRW-BRL,KRW,BRL,0.00400638,0.00401167,0.00404385,0.00397033,awesomeapi,market_api
2026-05-02,KRW-BRL,KRW,BRL,0.00394465,0.00395205,0.00397937,0.00390632,awesomeapi,market_api
2026-05-03,KRW-BRL,KRW,BRL,0.00397078,0.00397554,0.00398023,0.00396019,awesomeapi,market_api
2026-05-04,KRW-BRL,KRW,BRL,0.00395038,0.00395467,0.00396643,0.00393711,awesomeapi,market_api
2025-11-06,JPY-BRL,JPY,BRL,0.034,0.03406561,0.03412115,0.03367105,awesomeapi,market_api
2025-11-07,JPY-BRL,JPY,BRL,0.03423755,0.03429375,0.03448158,0.03398392,awesomeapi,market_api
2025-11-08,JPY-BRL,JPY,BRL,0.03374914,0.03378279,0.03399116,0.03363123,awesomeapi,market_api
2025-11-09,JPY-BRL,JPY,BRL,0.03359324,0.03365728,0.03374153,0.03345747,awesomeapi,market_api
2025-11-10,JPY-BRL,JPY,BRL,0.03325667,0.03330878,0.03349783,0.03307009,awesomeapi,market_api
2025-11-11,JPY-BRL,JPY,BRL,0.03309513,0.03314307,0.03320355,0.03285067,awesomeapi,market_api
2025-11-12,JPY-BRL,JPY,BRL,0.03314762,0.03317765,0.03328627,0.03303832,awesomeapi,market_api
2025-11-13,JPY-BRL,JPY,BRL,0.03311529,0.03314836,0.03326928,0.03292874,awesomeapi,market_api
2025-11-14,JPY-BRL,JPY,BRL,0.03306826,0.03309424,0.03318545,0.0328588,awesomeapi,market_api
2025-11-15,JPY-BRL,JPY,BRL,0.03303998,0.03306289,0.03328815,0.0327244,awesomeapi,market_api
2025-11-16,JPY-BRL,JPY,BRL,0.0330836,0.03312132,0.03338826,0.03299141,awesomeapi,market_api
2025-11-17,JPY-BRL,JPY,BRL,0.03288672,0.03290528,0.03314228,0.03262072,awesomeapi,market_api
2025-11-18,JPY-BRL,JPY,BRL,0.03302948,0.03308776,0.03311055,0.03275813,awesomeapi,market_api
2025-11-19,JPY-BRL,JPY,BRL,0.03316411,0.03319942,0.03331092,0.03305187,awesomeapi,market_api
2025-11-20,JPY-BRL,JPY,BRL,0.03324404,0.03331033,0.03332746,0.03295761,awesomeapi,market_api
2025-11-21,JPY-BRL,JPY,BRL,0.03335837,0.03340705,0.03362126,0.03310172,awesomeapi,market_api
2025-11-22,JPY-BRL,JPY,BRL,0.03342104,0.03348078,0.03353702,0.03335398,awesomeapi,market_api
2025-11-23,JPY-BRL,JPY,BRL,0.03383247,0.03387976,0.03399591,0.0337313,awesomeapi,market_api
2025-11-24,JPY-BRL,JPY,BRL,0.03381817,0.03384452,0.03397556,0.03373153,awesomeapi,market_api
2025-11-25,JPY-BRL,JPY,BRL,0.03375924,0.033779,0.03407415,0.03360743,awesomeapi,market_api
2025-11-26,JPY-BRL,JPY,BRL,0.03360999,0.03367631,0.0339365,0.03350443,awesomeapi,market_api
2025-11-27,JPY-BRL,JPY,BRL,0.03340518,0.03345771,0.03363255,0.0331538,awesomeapi,market_api
2025-11-28,JPY-BRL,JPY,BRL,0.03315909,0.03318045,0.03327543,0.03307244,awesomeapi,market_api
2025-11-29,JPY-BRL,JPY,BRL,0.03298558,0.03303196,0.03331189,0.03274228,awesomeapi,market_api
2025-11-30,JPY-BRL,JPY,BRL,0.03297489,0.03302653,0.03330057,0.03273008,awesomeapi,market_api
2025-12-01,JPY-BRL,JPY,BRL,0.03304432,0.03306284,0.03333961,0.03288183,awesomeapi,market_api
2025-12-02,JPY-BRL,JPY,BRL,0.03305777,0.03307451,0.03325803,0.03274385,awesomeapi,market_api
2025-12-03,JPY-BRL,JPY,BRL,0.03290923,0.03293839,0.03310445,0.03279766,awesomeapi,market_api
2025-12-04,JPY-BRL,JPY,BRL,0.03309027,0.03310968,0.03317777,0.03283163,awesomeapi,market_api
2025-12-05,JPY-BRL,JPY,BRL,0.03324038,0.03330009,0.03334497,0.03309723,awesomeapi,market_api
2025-12-06,JPY-BRL,JPY,BRL,0.03321187,0.03323819,0.03328543,0.0329984,awesomeapi,market_api
2025-12-07,JPY-BRL,JPY,BRL,0.03308508,0.03313636,0.03332273,0.0329162,awesomeapi,market_api
2025-12-08,JPY-BRL,JPY,BRL,0.03319726,0.03324149,0.03328864,0.03308988,awesomeapi,market_api
2025-12-09,JPY-BRL,JPY,BRL,0.03323802,0.03330109,0.03350698,0.03292618,awesomeapi,market_api
2025-12-10,JPY-BRL,JPY,BRL,0.03295254,0.03301433,0.03318964,0.03264194,awesomeapi,market_api
2025-12-11,JPY-BRL,JPY,BRL,0.0329424,0.03297946,0.03300924,0.03286002,awesomeapi,market_api
2025-12-12,JPY-BRL,JPY,BRL,0.03299749,0.0330194,0.03308865,0.03283865,awesomeapi,market_api
2025-12-13,JPY-BRL,JPY,BRL,0.03282266,0.0328736,0.03309591,0.03260204,awesomeapi,market_api
2025-12-14,JPY-BRL,JPY,BRL,0.03286333,0.03288698,0.03312568,0.03270432,awesomeapi,market_api
2025-12-15,JPY-BRL,JPY,BRL,0.03257975,0.03259668,0.03271804,0.03242843,awesomeapi,market_api
2025-12-16,JPY-BRL,JPY,BRL,0.03284421,0.03287414,0.03312322,0.03257884,awesomeapi,market_api
2025-12-17,JPY-BRL,JPY,BRL,0.03309342,0.03314449,0.03319641,0.03281336,awesomeapi,market_api
2025-12-18,JPY-BRL,JPY,BRL,0.03304659,0.03309668,0.03316419,0.03280916,awesomeapi,market_api
2025-12-19,JPY-BRL,JPY,BRL,0.03312196,0.03316254,0.03330462,0.033026,awesomeapi,market_api
2025-12-20,JPY-BRL,JPY,BRL,0.03264634,0.03268805,0.03273773,0.03253815,awesomeapi,market_api
2025-12-21,JPY-BRL,JPY,BRL,0.0324231,0.03244576,0.03273543,0.03228437,awesomeapi,market_api
2025-12-22,JPY-BRL,JPY,BRL,0.0323692,0.03240263,0.03251734,0.03207185,awesomeapi,market_api
2025-12-23,JPY-BRL,JPY,BRL,0.03216421,0.03220745,0.03246505,0.0320227,awesomeapi,market_api
2025-12-24,JPY-BRL,JPY,BRL,0.03230529,0.03232701,0.03251365,0.03215138,awesomeapi,market_api
2025-12-25,JPY-BRL,JPY,BRL,0.03269566,0.03275134,0.03299108,0.03250666,awesomeapi,market_api
2025-12-26,JPY-BRL,JPY,BRL,0.03246811,0.03253165,0.03267669,0.0323328,awesomeapi,market_api
2025-12-27,JPY-BRL,JPY,BRL,0.03230821,0.03234806,0.03238247,0.03203579,awesomeapi,market_api
2025-12-28,JPY-BRL,JPY,BRL,0.03235708,0.03237819,0.03250172,0.03214603,awesomeapi,market_api
2025-12-29,JPY-BRL,JPY,BRL,0.03267311,0.03269155,0.03275918,0.03242581,awesomeapi,market_api
2025-12-30,JPY-BRL,JPY,BRL,0.03243674,0.03245645,0.03262541,0.03228398,awesomeapi,market_api
2025-12-31,JPY-BRL,JPY,BRL,0.03248845,0.03251581,0.03260249,0.03222506,awesomeapi,market_api
2026-01-01,JPY-BRL,JPY,BRL,0.03284673,0.03291003,0.03294926,0.03252886,awesomeapi,market_api
2026-01-02,JPY-BRL,JPY,BRL,0.03252448,0.03256976,0.03275649,0.03227471,awesomeapi,market_api
2026-01-03,JPY-BRL,JPY,BRL,0.03227774,0.03232797,0.03255399,0.03208834,awesomeapi,market_api
2026-01-04,JPY-BRL,JPY,BRL,0.03219893,0.03224079,0.03234674,0.03210742,awesomeapi,market_api
2026-01-05,JPY-BRL,JPY,BRL,0.03210157,0.03214963,0.03217441,0.03196658,awesomeapi,market_api
2026-01-06,JPY-BRL,JPY,BRL,0.0322613,0.03228199,0.03237505,0.03203193,awesomeapi,market_api
2026-01-07,JPY-BRL,JPY,BRL,0.0323113,0.03235792,0.03248476,0.03222337,awesomeapi,market_api
2026-01-08,JPY-BRL,JPY,BRL,0.03197043,0.03200719,0.03212459,0.03172222,awesomeapi,market_api
2026-01-09,JPY-BRL,JPY,BRL,0.03207249,0.03211638,0.03226276,0.0318834,awesomeapi,market_api
2026-01-10,JPY-BRL,JPY,BRL,0.03196456,0.03202687,0.03222188,0.03177354,awesomeapi,market_api
2026-01-11,JPY-BRL,JPY,BRL,0.03221218,0.03225144,0.03228343,0.03190487,awesomeapi,market_api
2026-01-12,JPY-BRL,JPY,BRL,0.0320941,0.03212552,0.032224,0.03177331,awesomeapi,market_api
2026-01-13,JPY-BRL,JPY,BRL,0.03197472,0.03202518,0.03205079,0.03189494,awesomeapi,market_api
2026-01-14,JPY-BRL,JPY,BRL,0.03208174,0.032099,0.03229979,0.03199921,awesomeapi,market_api
2026-01-15,JPY-BRL,JPY,BRL,0.0322318,0.03229304,0.03253785,0.03202653,awesomeapi,market_api
2026-01-16,JPY-BRL,JPY,BRL,0.03232168,0.03236774,0.0324618,0.0322405,awesomeapi,market_api
2026-01-17,JPY-BRL,JPY,BRL,0.03199803,0.03204942,0.03208808,0.03191213,awesomeapi,market_api
2026-01-18,JPY-BRL,JPY,BRL,0.03210452,0.03213556,0.03217193,0.03192884,awesomeapi,market_api
2026-01-19,JPY-BRL,JPY,BRL,0.0319085,0.03195832,0.03217687,0.03169042,awesomeapi,market_api
2026-01-20,JPY-BRL,JPY,BRL,0.03195673,0.0320133,0.03212457,0.03167583,awesomeapi,market_api
2026-01-21,JPY-BRL,JPY,BRL,0.03168694,0.03172686,0.03180685,0.03138423,awesomeapi,market_api
2026-01-22,JPY-BRL,JPY,BRL,0.03177496,0.03180396,0.03184517,0.03164973,awesomeapi,market_api
2026-01-23,JPY-BRL,JPY,BRL,0.03162436,0.03165757,0.0317765,0.03142838,awesomeapi,market_api
2026-01-24,JPY-BRL,JPY,BRL,0.03138415,0.03144142,0.03152032,0.03119063,awesomeapi,market_api
2026-01-25,JPY-BRL,JPY,BRL,0.0315217,0.03155355,0.03179198,0.03141892,awesomeapi,market_api
2026-01-26,JPY-BRL,JPY,BRL,0.03157056,0.03159125,0.03176074,0.03133772,awesomeapi,market_api
2026-01-27,JPY-BRL,JPY,BRL,0.03145741,0.03151068,0.03166871,0.03119975,awesomeapi,market_api
2026-01-28,JPY-BRL,JPY,BRL,0.03173446,0.03176902,0.03180628,0.03164152,awesomeapi,market_api
2026-01-29,JPY-BRL,JPY,BRL,0.03165373,0.0316714,0.03180034,0.03146495,awesomeapi,market_api
2026-01-30,JPY-BRL,JPY,BRL,0.031663,0.03169575,0.03186832,0.03147793,awesomeapi,market_api
2026-01-31,JPY-BRL,JPY,BRL,0.03171725,0.03176536,0.03194992,0.03157311,awesomeapi,market_api
2026-02-01,JPY-BRL,JPY,BRL,0.0316025,0.03163471,0.03181364,0.0313885,awesomeapi,market_api
2026-02-02,JPY-BRL,JPY,BRL,0.03169499,0.0317258,0.03184214,0.03145562,awesomeapi,market_api
2026-02-03,JPY-BRL,JPY,BRL,0.03159671,0.0316432,0.03169405,0.03142204,awesomeapi,market_api
2026-02-04,JPY-BRL,JPY,BRL,0.03152184,0.03157981,0.03159404,0.03124314,awesomeapi,market_api
2026-02-05,JPY-BRL,JPY,BRL,0.03178271,0.03180638,0.03197525,0.03161125,awesomeapi,market_api
2026-02-06,JPY-BRL,JPY,BRL,0.03158745,0.03160372,0.03188194,0.03140931,awesomeapi,market_api
2026-02-07,JPY-BRL,JPY,BRL,0.03113333,0.03119346,0.03126701,0.0308553,awesomeapi,market_api
2026-02-08,JPY-BRL,JPY,BRL,0.03143736,0.03149658,0.03164028,0.03132351,awesomeapi,market_api
2026-02-09,JPY-BRL,JPY,BRL,0.03192137,0.03197014,0.03212541,0.03161632,awesomeapi,market_api
2026-02-10,JPY-BRL,JPY,BRL,0.03184694,0.03188385,0.03197905,0.03174802,awesomeapi,market_api
2026-02-11,JPY-BRL,JPY,BRL,0.03148003,0.03152876,0.03178831,0.03140993,awesomeapi,market_api
2026-02-12,JPY-BRL,JPY,BRL,0.03142454,0.03147515,0.03172041,0.03134289,awesomeapi,market_api
2026-02-13,JPY-BRL,JPY,BRL,0.03137371,0.03139458,0.03161013,0.03114833,awesomeapi,market_api
2026-02-14,JPY-BRL,JPY,BRL,0.0313411,0.03136,0.03161299,0.03114718,awesomeapi,market_api
2026-02-15,JPY-BRL,JPY,BRL,0.03113486,0.0311928,0.03141582,0.03087022,awesomeapi,market_api
2026-02-16,JPY-BRL,JPY,BRL,0.03124624,0.03128605,0.03137166,0.03105727,awesomeapi,market_api
2026-02-17,JPY-BRL,JPY,BRL,0.0313477,0.03136812,0.03157562,0.03125141,awesomeapi,market_api
2026-02-18,JPY-BRL,JPY,BRL,0.03106976,0.03110912,0.03114542,0.03093317,awesomeapi,market_api
2026-02-19,JPY-BRL,JPY,BRL,0.03120321,0.03122967,0.03142039,0.0309444,awesomeapi,market_api
2026-02-20,JPY-BRL,JPY,BRL,0.03159063,0.03160914,0.0318687,0.03130991,awesomeapi,market_api
2026-02-21,JPY-BRL,JPY,BRL,0.03162639,0.03165844,0.03185637,0.03146127,awesomeapi,market_api
2026-02-22,JPY-BRL,JPY,BRL,0.03156554,0.03158862,0.03176217,0.0314806,awesomeapi,market_api
2026-02-23,JPY-BRL,JPY,BRL,0.0315418,0.03159913,0.03183811,0.0312714,awesomeapi,market_api
2026-02-24,JPY-BRL,JPY,BRL,0.03166139,0.03170394,0.03186595,0.03134868,awesomeapi,market_api
2026-02-25,JPY-BRL,JPY,BRL,0.03133579,0.03136311,0.0314175,0.03113224,awesomeapi,market_api
2026-02-26,JPY-BRL,JPY,BRL,0.03136983,0.03140098,0.03151346,0.03130531,awesomeapi,market_api
2026-02-27,JPY-BRL,JPY,BRL,0.03129947,0.03134311,0.03142818,0.03118983,awesomeapi,market_api
2026-02-28,JPY-BRL,JPY,BRL,0.03164962,0.03166736,0.03180517,0.03136377,awesomeapi,market_api
2026-03-01,JPY-BRL,JPY,BRL,0.03161971,0.03165148,0.03185472,0.03136509,awesomeapi,market_api
2026-03-02,JPY-BRL,JPY,BRL,0.0319393,0.03197099,0.03221312,0.03169863,awesomeapi,market_api
2026-03-03,JPY-BRL,JPY,BRL,0.03173098,0.03177346,0.03179469,0.03165861,awesomeapi,market_api
2026-03-04,JPY-BRL,JPY,BRL,0.03184595,0.03190921,0.03210895,0.0315434,awesomeapi,market_api
2026-03-05,JPY-BRL,JPY,BRL,0.03191017,0.03196931,0.03197921,0.0316442,awesomeapi,market_api
2026-03-06,JPY-BRL,JPY,BRL,0.03174697,0.03178433,0.03201099,0.03168177,awesomeapi,market_api
2026-03-07,JPY-BRL,JPY,BRL,0.03178394,0.03181357,0.03203854,0.03151873,awesomeapi,market_api
2026-03-08,JPY-BRL,JPY,BRL,0.03201835,0.03206412,0.03215955,0.03187481,awesomeapi,market_api
2026-03-09,JPY-BRL,JPY,BRL,0.03195934,0.03202167,0.03213556,0.03178111,awesomeapi,market_api
2026-03-10,JPY-BRL,JPY,BRL,0.0316381,0.03168013,0.03180502,0.03143494,awesomeapi,market_api
2026-03-11,JPY-BRL,JPY,BRL,0.03163793,0.03167426,0.03191045,0.03134457,awesomeapi,market_api
2026-03-12,JPY-BRL,JPY,BRL,0.03146979,0.03152952,0.03167479,0.03129553,awesomeapi,market_api
2026-03-13,JPY-BRL,JPY,BRL,0.03140829,0.03145722,0.03168175,0.03120402,awesomeapi,market_api
2026-03-14,JPY-BRL,JPY,BRL,0.03139606,0.03144472,0.03164716,0.03116338,awesomeapi,market_api
2026-03-15,JPY-BRL,JPY,BRL,0.03107789,0.03112821,0.03119192,0.03089183,awesomeapi,market_api
2026-03-16,JPY-BRL,JPY,BRL,0.03077973,0.03082228,0.0308419,0.0305074,awesomeapi,market_api
2026-03-17,JPY-BRL,JPY,BRL,0.03087184,0.03091552,0.03096548,0.03060847,awesomeapi,market_api
2026-03-18,JPY-BRL,JPY,BRL,0.0307781,0.0308266,0.03102637,0.03062001,awesomeapi,market_api
2026-03-19,JPY-BRL,JPY,BRL,0.03030755,0.03036154,0.03046855,0.03010861,awesomeapi,market_api
2026-03-20,JPY-BRL,JPY,BRL,0.0304533,0.03046856,0.03067132,0.03021743,awesomeapi,market_api
2026-03-21,JPY-BRL,JPY,BRL,0.03050612,0.03054732,0.03068831,0.03024744,awesomeapi,market_api
2026-03-22,JPY-BRL,JPY,BRL,0.0303785,0.03042474,0.03050684,0.03008466,awesomeapi,market_api
2026-03-23,JPY-BRL,JPY,BRL,0.03014152,0.03018857,0.03044003,0.02984703,awesomeapi,market_api
2026-03-24,JPY-BRL,JPY,BRL,0.03029569,0.03035259,0.03053936,0.03008739,awesomeapi,market_api
2026-03-25,JPY-BRL,JPY,BRL,0.03036222,0.03038524,0.03055492,0.03011559,awesomeapi,market_api
2026-03-26,JPY-BRL,JPY,BRL,0.0307993,0.03083877,0.03107483,0.03071069,awesomeapi,market_api
2026-03-27,JPY-BRL,JPY,BRL,0.03088003,0.03091312,0.03106679,0.03071147,awesomeapi,market_api
2026-03-28,JPY-BRL,JPY,BRL,0.03095495,0.03097547,0.03105488,0.03068562,awesomeapi,market_api
2026-03-29,JPY-BRL,JPY,BRL,0.03092705,0.03096498,0.03100095,0.03086111,awesomeapi,market_api
2026-03-30,JPY-BRL,JPY,BRL,0.0310817,0.03111932,0.03118474,0.03084421,awesomeapi,market_api
2026-03-31,JPY-BRL,JPY,BRL,0.03120138,0.03125421,0.03132077,0.03099116,awesomeapi,market_api
2026-04-01,JPY-BRL,JPY,BRL,0.03143884,0.03146184,0.03157807,0.03115242,awesomeapi,market_api
2026-04-02,JPY-BRL,JPY,BRL,0.03134364,0.03138489,0.03162846,0.03122447,awesomeapi,market_api
2026-04-03,JPY-BRL,JPY,BRL,0.03126489,0.031296,0.03144522,0.03108228,awesomeapi,market_api
2026-04-04,JPY-BRL,JPY,BRL,0.03117814,0.03124039,0.03126904,0.03090329,awesomeapi,market_api
2026-04-05,JPY-BRL,JPY,BRL,0.0313292,0.03138545,0.0315305,0.03118031,awesomeapi,market_api
2026-04-06,JPY-BRL,JPY,BRL,0.03161399,0.03165441,0.03175118,0.03134865,awesomeapi,market_api
2026-04-07,JPY-BRL,JPY,BRL,0.03153011,0.03156944,0.03182671,0.03130998,awesomeapi,market_api
2026-04-08,JPY-BRL,JPY,BRL,0.03145291,0.0314929,0.03169473,0.0312632,awesomeapi,market_api
2026-04-09,JPY-BRL,JPY,BRL,0.03151532,0.03157384,0.03162486,0.03120689,awesomeapi,market_api
2026-04-10,JPY-BRL,JPY,BRL,0.031472,0.03152608,0.03175166,0.03128747,awesomeapi,market_api
2026-04-11,JPY-BRL,JPY,BRL,0.03165493,0.03171051,0.03179593,0.03139866,awesomeapi,market_api
2026-04-12,JPY-BRL,JPY,BRL,0.03123041,0.03125261,0.03136959,0.03105659,awesomeapi,market_api
2026-04-13,JPY-BRL,JPY,BRL,0.03107863,0.03110919,0.03123701,0.03081257,awesomeapi,market_api
2026-04-14,JPY-BRL,JPY,BRL,0.03093584,0.03096322,0.03118216,0.03085572,awesomeapi,market_api
2026-04-15,JPY-BRL,JPY,BRL,0.03050824,0.03055853,0.03076256,0.03034918,awesomeapi,market_api
2026-04-16,JPY-BRL,JPY,BRL,0.0303349,0.03038294,0.03061765,0.03007991,awesomeapi,market_api
2026-04-17,JPY-BRL,JPY,BRL,0.03017136,0.03020412,0.03034858,0.0299229,awesomeapi,market_api
2026-04-18,JPY-BRL,JPY,BRL,0.03013797,0.03016627,0.03039207,0.0299986,awesomeapi,market_api
2026-04-19,JPY-BRL,JPY,BRL,0.03034224,0.0303941,0.030424,0.03027078,awesomeapi,market_api
2026-04-20,JPY-BRL,JPY,BRL,0.03030066,0.03036116,0.03057202,0.03002605,awesomeapi,market_api
2026-04-21,JPY-BRL,JPY,BRL,0.03011629,0.03017432,0.03028212,0.02998695,awesomeapi,market_api
2026-04-22,JPY-BRL,JPY,BRL,0.03010901,0.03012993,0.03028995,0.02999579,awesomeapi,market_api
2026-04-23,JPY-BRL,JPY,BRL,0.03030155,0.03035923,0.03036313,0.03020624,awesomeapi,market_api
2026-04-24,JPY-BRL,JPY,BRL,0.03012715,0.03015335,0.03023535,0.03001248,awesomeapi,market_api
2026-04-25,JPY-BRL,JPY,BRL,0.02996556,0.03001003,0.030104,0.02975819,awesomeapi,market_api
2026-04-26,JPY-BRL,JPY,BRL,0.03006898,0.03012417,0.03027407,0.02984177,awesomeapi,market_api
2026-04-27,JPY-BRL,JPY,BRL,0.03003202,0.0300635,0.03013046,0.02989493,awesomeapi,market_api
2026-04-28,JPY-BRL,JPY,BRL,0.03015169,0.03021038,0.03036199,0.03002445,awesomeapi,market_api
2026-04-29,JPY-BRL,JPY,BRL,0.03015224,0.03018771,0.03041409,0.0299307,awesomeapi,market_api
2026-04-30,JPY-BRL,JPY,BRL,0.0302822,0.0303228,0.0305572,0.03005873,awesomeapi,market_api
2026-05-01,JPY-BRL,JPY,BRL,0.03009716,0.03014122,0.03020304,0.03001135,awesomeapi,market_api
2026-05-02,JPY-BRL,JPY,BRL,0.03009799,0.03015661,0.03030238,0.0299377,awesomeapi,market_api
2026-05-03,JPY-BRL,JPY,BRL,0.03006295,0.03010454,0.03013794,0.0298051,awesomeapi,market_api
2026-05-04,JPY-BRL,JPY,BRL,0.02984663,0.02987126,0.03009843,0.02965935,awesomeapi,market_api
2025-11-06,CNY-BRL,CNY,BRL,0.7,0.7006404,0.70156918,0.69403133,awesomeapi,market_api
2025-11-07,CNY-BRL,CNY,BRL,0.69422561,0.69475648,0.69590178,0.68863916,awesomeapi,market_api
2025-11-08,CNY-BRL,CNY,BRL,0.69708694,0.6978015,0.70065231,0.69431495,awesomeapi,market_api
2025-11-09,CNY-BRL,CNY,BRL,0.69598538,0.69723034,0.69903285,0.69342308,awesomeapi,market_api
2025-11-10,CNY-BRL,CNY,BRL,0.69231577,0.69298307,0.69482555,0.6891718,awesomeapi,market_api
2025-11-11,CNY-BRL,CNY,BRL,0.69219186,0.69262406,0.6944541,0.68849803,awesomeapi,market_api
